,Unnamed: 0,user id,test group,converted,total ads,most ads day,most ads hour
102,102,1021483,ad,False,40,Tuesday,19
103,103,1049936,ad,False,53,Tuesday,19
104,104,1021529,ad,False,43,Tuesday,21
105,105,1562039,ad,False,133,Friday,23
106,106,1471753,ad,False,33,Tuesday,19
107,107,1389878,ad,True,1328,Saturday,19
108,108,1454785,ad,False,7,Tuesday,20
109,109,1027875,ad,False,6,Tuesday,19
110,110,1168468,ad,False,62,Wednesday,10
111,111,1031452,ad,False,247,Tuesday,17
112,112,1519525,ad,False,73,Sunday,16
113,113,1519350,ad,False,464,Friday,22
114,114,1408016,ad,False,99,Friday,20
115,115,1470226,ad,False,233,Sunday,19
116,116,1003299,ad,False,139,Friday,6
117,117,1598132,ad,False,274,Saturday,6
118,118,1086334,ad,False,103,Sunday,0
119,119,1091862,ad,False,62,Tuesday,19
120,120,1228652,ad,False,407,Friday,0
121,121,1475989,ad,True,323,Saturday,20
122,122,1189879,ad,False,95,Tuesday,11
123,123,1098032,ad,False,95,Tuesday,20
124,124,1074765,ad,False,47,Wednesday,1
125,125,1633782,ad,False,76,Monday,2
126,126,1431498,ad,False,395,Monday,18
127,127,1482863,ad,False,27,Tuesday,20
128,128,1486607,ad,False,131,Tuesday,22
129,129,1642676,ad,False,239,Monday,13
130,130,1519734,ad,False,119,Thursday,21
131,131,1137335,ad,False,166,Saturday,12
132,132,1018121,ad,False,34,Tuesday,19
133,133,1549368,ad,False,19,Tuesday,19
134,134,1561455,ad,False,9,Tuesday,12
135,135,1241733,ad,True,246,Friday,20
136,136,1416484,ad,False,20,Tuesday,21
137,137,1434278,ad,False,653,Saturday,12
138,138,1039350,ad,False,122,Wednesday,11
139,139,1402231,ad,False,14,Tuesday,22
140,140,901904,psa,False,32,Wednesday,19
141,141,1199156,ad,False,386,Wednesday,2
142,142,1550174,ad,False,44,Friday,10
143,143,1246432,ad,False,37,Thursday,22
144,144,1113317,ad,False,138,Wednesday,3
145,145,1465327,ad,False,111,Sunday,18
146,146,1487048,ad,False,109,Tuesday,11
147,147,1053010,ad,False,39,Saturday,17
148,148,1499538,ad,False,159,Sunday,13
149,149,1245336,ad,False,26,Tuesday,20
150,150,1613570,ad,False,30,Tuesday,19
151,151,1036102,ad,False,59,Monday,19
152,152,1426913,ad,False,421,Wednesday,7
153,153,1350773,ad,False,446,Thursday,14
154,154,1218677,ad,False,555,Monday,8
155,155,1137456,ad,False,46,Friday,9
156,156,1317436,ad,False,133,Tuesday,10
157,157,902234,psa,False,105,Tuesday,19
158,158,1586577,ad,False,128,Saturday,21
159,159,1443808,ad,False,310,Monday,10
160,160,1563006,ad,True,163,Saturday,6
161,161,1536028,ad,False,108,Wednesday,12
162,162,1227125,ad,False,10,Wednesday,19
163,163,1583256,ad,False,111,Wednesday,19
164,164,1015813,ad,False,166,Tuesday,15
165,165,1014470,ad,False,20,Tuesday,19
166,166,1069030,ad,False,63,Monday,20
167,167,906079,psa,False,37,Monday,10
168,168,1637415,ad,False,290,Wednesday,19
169,169,1134328,ad,True,164,Friday,21
170,170,1075708,ad,False,79,Thursday,20
171,171,1088553,ad,False,10,Monday,18
172,172,1437651,ad,True,312,Wednesday,20
173,173,1564291,ad,False,16,Monday,19
174,174,1315227,ad,False,161,Saturday,15
175,175,1108047,ad,False,505,Thursday,8
176,176,1356436,ad,False,640,Tuesday,12
177,177,1015496,ad,False,18,Wednesday,16
178,178,1204864,ad,False,118,Tuesday,12
179,179,1247582,ad,False,161,Friday,13
180,180,1416094,ad,False,266,Saturday,8
181,181,1462357,ad,False,34,Tuesday,19
182,182,1401719,ad,False,456,Saturday,7
183,183,1623828,ad,False,80,Tuesday,22
184,184,1295460,ad,False,100,Sunday,19
185,185,1204725,ad,False,983,Sunday,19
186,186,1354016,ad,False,36,Wednesday,19
187,187,1535178,ad,False,16,Wednesday,16
188,188,1399235,ad,False,30,Tuesday,19
189,189,1358322,ad,False,74,Friday,22
190,190,1056345,ad,False,1,Tuesday,19
191,191,1056569,ad,False,59,Monday,11
192,192,1490051,ad,False,21,Thursday,19
193,193,1582055,ad,False,122,Thursday,20
194,194,1089523,ad,False,34,Tuesday,6
195,195,1165625,ad,False,5,Tuesday,19
196,196,1210120,ad,False,24,Saturday,23
197,197,1051625,ad,False,66,Tuesday,22
198,198,1441716,ad,False,463,Tuesday,20
199,199,1543774,ad,False,407,Wednesday,11
200,200,1058604,ad,False,720,Wednesday,22
201,201,1120706,ad,False,76,Tuesday,22
202,202,1622092,ad,False,40,Friday,20
203,203,912103,psa,False,90,Friday,14
204,204,1518884,ad,False,52,Friday,17
205,205,909288,psa,False,22,Friday,0
206,206,1342087,ad,False,27,Saturday,11
207,207,1245500,ad,False,71,Wednesday,8
208,208,1383923,ad,False,442,Wednesday,13
209,209,1158875,ad,False,27,Tuesday,22
210,210,914634,psa,False,334,Thursday,18
211,211,1411061,ad,False,175,Saturday,4
212,212,1555915,ad,False,1056,Friday,12
213,213,1144427,ad,False,112,Thursday,21
214,214,1426711,ad,False,270,Wednesday,11
215,215,903660,psa,False,1,Tuesday,19
216,216,1146837,ad,False,118,Saturday,2
217,217,1316051,ad,False,13,Tuesday,19
218,218,1549371,ad,False,240,Thursday,22
219,219,1512110,ad,False,194,Sunday,21
220,220,1426764,ad,True,131,Sunday,17
221,221,1290123,ad,False,99,Friday,21
222,222,1233662,ad,False,37,Saturday,14
223,223,1616476,ad,False,271,Sunday,8
224,224,1205042,ad,False,489,Sunday,13
225,225,1135013,ad,False,115,Tuesday,21
226,226,1443041,ad,False,180,Friday,22
227,227,1015462,ad,True,241,Sunday,9
228,228,1308245,ad,False,16,Tuesday,19
229,229,1507250,ad,False,15,Tuesday,20
230,230,1227562,ad,False,66,Tuesday,20
231,231,1089206,ad,False,154,Friday,14
232,232,1367058,ad,False,120,Friday,12
233,233,1579280,ad,False,29,Monday,18
234,234,1450412,ad,False,107,Tuesday,20
235,235,1573408,ad,False,176,Tuesday,13
236,236,1347695,ad,False,8,Sunday,20
237,237,1149991,ad,False,41,Monday,6
238,238,1129130,ad,False,146,Saturday,14
239,239,1249023,ad,False,121,Tuesday,20
240,240,1471763,ad,False,50,Tuesday,19
241,241,1075715,ad,False,69,Wednesday,3
242,242,920232,psa,False,108,Sunday,10
243,243,1411066,ad,False,30,Tuesday,19
244,244,1598686,ad,False,93,Tuesday,13
245,245,907603,psa,False,163,Thursday,4
246,246,1075721,ad,False,32,Wednesday,12
247,247,1084761,ad,False,31,Tuesday,22
248,248,1583173,ad,False,24,Tuesday,19
249,249,1527517,ad,False,41,Tuesday,19
250,250,1375507,ad,False,297,Friday,17
251,251,1527107,ad,False,35,Wednesday,12
252,252,1295018,ad,False,78,Sunday,11
253,253,1279836,ad,False,47,Thursday,9
254,254,1300455,ad,False,170,Wednesday,17
255,255,1288252,ad,False,214,Friday,12
256,256,1095111,ad,False,81,Wednesday,14
257,257,1606205,ad,False,7,Tuesday,19
258,258,904323,psa,False,2,Tuesday,19
259,259,1492467,ad,False,50,Tuesday,20
260,260,1349006,ad,False,53,Thursday,16
261,261,1275047,ad,False,175,Wednesday,20
262,262,1286714,ad,False,93,Thursday,3
263,263,1440479,ad,False,78,Tuesday,21
264,264,1527350,ad,False,38,Friday,14
265,265,1468158,ad,False,30,Tuesday,19
266,266,1144069,ad,False,681,Wednesday,15
267,267,910192,psa,False,1,Tuesday,19
268,268,1247204,ad,False,81,Monday,13
269,269,1073813,ad,False,733,Wednesday,19
270,270,1108009,ad,False,71,Friday,21
271,271,1035169,ad,False,1,Tuesday,19
272,272,1187236,ad,False,76,Sunday,12
273,273,1225102,ad,False,41,Tuesday,19
274,274,1188973,ad,False,246,Friday,19
275,275,1240660,ad,False,23,Tuesday,23
276,276,1241946,ad,False,157,Sunday,10
277,277,1563939,ad,False,153,Thursday,18
278,278,1408686,ad,False,49,Sunday,13
279,279,1330024,ad,False,13,Tuesday,20
280,280,1350238,ad,False,135,Thursday,7
281,281,1376118,ad,False,88,Thursday,10
282,282,1504969,ad,False,34,Tuesday,19
283,283,1192762,ad,True,167,Sunday,14
284,284,1311563,ad,False,4,Tuesday,19
285,285,1654283,ad,False,233,Thursday,16
286,286,909708,psa,False,58,Wednesday,18
287,287,1142402,ad,False,28,Tuesday,19
288,288,1268509,ad,False,19,Friday,19
289,289,1634099,ad,False,53,Thursday,19
290,290,1035068,ad,False,60,Monday,13
291,291,1365964,ad,False,5,Wednesday,20
292,292,1349926,ad,True,57,Sunday,19
293,293,1226812,ad,False,26,Tuesday,22
294,294,1015566,ad,False,195,Friday,3
295,295,1414590,ad,False,115,Saturday,10
296,296,1331546,ad,False,318,Wednesday,22
297,297,1575474,ad,False,64,Wednesday,22
298,298,1399761,ad,False,16,Tuesday,19
299,299,1021458,ad,False,48,Wednesday,12
300,300,1274753,ad,False,66,Wednesday,9
301,301,1064695,ad,False,39,Thursday,21
302,302,1500148,ad,False,7,Tuesday,19
303,303,1026877,ad,False,24,Tuesday,19
304,304,1548788,ad,False,83,Thursday,20
305,305,1254394,ad,False,96,Friday,14
306,306,1289974,ad,False,392,Sunday,20
307,307,1087012,ad,False,233,Sunday,12
308,308,1185573,ad,False,24,Sunday,20
309,309,1223794,ad,False,371,Friday,12
310,310,1373952,ad,False,91,Thursday,22
311,311,1633649,ad,False,83,Tuesday,19
312,312,1114410,ad,False,118,Saturday,12
313,313,1491238,ad,False,68,Sunday,21
314,314,1061571,ad,False,128,Wednesday,11
315,315,1547144,ad,False,427,Friday,8
316,316,1282386,ad,False,516,Monday,19
317,317,1252310,ad,False,108,Thursday,17
318,318,1024092,ad,False,249,Monday,18
319,319,1089627,ad,False,54,Tuesday,12
320,320,901946,psa,False,87,Friday,12
321,321,1041287,ad,False,16,Thursday,12
322,322,922021,psa,False,11,Monday,10
323,323,1309121,ad,False,25,Friday,8
324,324,1624567,ad,False,171,Saturday,8
325,325,1384726,ad,False,45,Friday,19
326,326,1367354,ad,False,55,Wednesday,12
327,327,1231441,ad,False,19,Thursday,14
328,328,1100888,ad,False,27,Tuesday,19
329,329,1302389,ad,False,2,Tuesday,19
330,330,1247452,ad,False,118,Friday,9
331,331,1608654,ad,False,8,Tuesday,19
332,332,1071865,ad,False,78,Tuesday,19
333,333,1314555,ad,False,403,Friday,19
334,334,1477492,ad,False,87,Tuesday,14
335,335,1470864,ad,False,120,Thursday,22
336,336,1007217,ad,False,140,Friday,20
337,337,1035809,ad,True,163,Saturday,8
338,338,1472392,ad,False,455,Thursday,22
339,339,1118204,ad,False,2,Tuesday,19
340,340,1475451,ad,False,33,Saturday,12
341,341,1099632,ad,False,1,Tuesday,19
342,342,1261089,ad,False,27,Wednesday,18
343,343,1070488,ad,False,111,Tuesday,18
344,344,1275888,ad,False,222,Wednesday,16
345,345,1433839,ad,False,82,Tuesday,2
346,346,1191954,ad,False,168,Saturday,12
347,347,1068905,ad,False,19,Tuesday,19
348,348,1149997,ad,False,29,Tuesday,20
349,349,1106405,ad,True,248,Thursday,11
350,350,1230489,ad,False,46,Wednesday,13
351,351,1133910,ad,True,53,Monday,19
352,352,1075417,ad,False,99,Monday,19
353,353,1600591,ad,False,89,Wednesday,19
354,354,1044383,ad,False,8,Friday,7
355,355,1583485,ad,False,225,Tuesday,13
356,356,1458334,ad,False,21,Tuesday,19
357,357,1448273,ad,False,79,Friday,13
358,358,1491232,ad,False,93,Wednesday,19
359,359,1153301,ad,False,13,Monday,20
360,360,1080071,ad,False,209,Tuesday,0
361,361,913727,psa,False,176,Wednesday,19
362,362,1334292,ad,False,633,Wednesday,10
363,363,1508231,ad,False,66,Friday,13
364,364,1025679,ad,False,3,Tuesday,19
365,365,1008253,ad,False,116,Monday,19
366,366,1558801,ad,False,188,Saturday,19
367,367,1288422,ad,False,240,Wednesday,6
368,368,1199901,ad,False,69,Saturday,13
369,369,1015846,ad,True,423,Tuesday,12
370,370,1469040,ad,False,85,Tuesday,19
371,371,1100881,ad,False,70,Friday,17
372,372,1473893,ad,False,110,Friday,22
373,373,1262795,ad,False,311,Sunday,10
374,374,1058624,ad,False,98,Saturday,11
375,375,1294269,ad,False,39,Tuesday,9
376,376,916403,psa,False,43,Saturday,7
377,377,1031923,ad,False,174,Tuesday,13
378,378,1432319,ad,False,208,Sunday,19
379,379,1459535,ad,False,19,Sunday,14
380,380,1381817,ad,False,44,Wednesday,17
381,381,1097380,ad,False,26,Tuesday,19
382,382,1275658,ad,False,115,Sunday,17
383,383,1341766,ad,False,45,Wednesday,18
384,384,1176405,ad,False,33,Sunday,17
385,385,1017353,ad,False,41,Tuesday,19
386,386,1341940,ad,False,64,Friday,21
387,387,1512234,ad,False,53,Monday,13
388,388,1116052,ad,False,68,Friday,12
389,389,1425073,ad,False,78,Saturday,7
390,390,1157007,ad,False,40,Tuesday,13
391,391,1384248,ad,False,211,Saturday,8
392,392,1219601,ad,False,92,Monday,19
393,393,1603540,ad,False,116,Tuesday,13
394,394,1162673,ad,False,64,Wednesday,23
395,395,1401765,ad,False,172,Friday,17
396,396,1624340,ad,False,168,Wednesday,15
397,397,1008563,ad,False,1,Tuesday,19
398,398,1592277,ad,False,127,Tuesday,22
399,399,1358208,ad,False,39,Tuesday,17
400,400,1046319,ad,False,35,Wednesday,11
401,401,1081512,ad,False,29,Tuesday,19
402,402,1455029,ad,True,657,Sunday,11
403,403,1338657,ad,False,260,Saturday,20
404,404,1161719,ad,False,191,Wednesday,20
405,405,1459455,ad,False,32,Tuesday,13
406,406,910533,psa,False,21,Thursday,15
407,407,1443603,ad,False,43,Saturday,0
408,408,1168429,ad,False,8,Monday,19
409,409,1219224,ad,False,77,Saturday,20
410,410,1155518,ad,True,117,Friday,13
411,411,1063512,ad,False,1,Tuesday,19
412,412,1365908,ad,False,173,Tuesday,0
413,413,1009723,ad,False,225,Sunday,20
414,414,1257216,ad,False,245,Monday,19
415,415,1625861,ad,False,76,Wednesday,16
416,416,915142,psa,False,2,Tuesday,19
417,417,1112751,ad,False,150,Tuesday,17
418,418,1304915,ad,False,36,Thursday,23
419,419,1483477,ad,False,29,Tuesday,19
420,420,1389980,ad,False,40,Thursday,13
421,421,1269532,ad,False,20,Tuesday,13
422,422,1444340,ad,False,31,Sunday,22
423,423,1580020,ad,False,46,Thursday,12
424,424,1517715,ad,False,34,Friday,12
425,425,1097374,ad,True,84,Sunday,18
426,426,1098300,ad,False,134,Sunday,14
427,427,1385107,ad,False,290,Sunday,12
428,428,1381222,ad,False,526,Tuesday,4
429,429,1263606,ad,False,607,Friday,8
430,430,1104281,ad,False,28,Friday,14
431,431,1178668,ad,False,84,Saturday,15
432,432,1003028,ad,False,22,Wednesday,0
433,433,1164165,ad,False,24,Wednesday,10
434,434,1433340,ad,False,15,Friday,15
435,435,1581039,ad,False,11,Saturday,13
436,436,1187889,ad,False,14,Friday,16
437,437,1044754,ad,False,75,Wednesday,10
438,438,1446864,ad,False,50,Tuesday,19
439,439,1079693,ad,False,247,Friday,16
440,440,1022553,ad,False,108,Friday,12
441,441,1194964,ad,False,60,Friday,21
442,442,1084058,ad,False,109,Tuesday,20
443,443,1625479,ad,False,40,Friday,6
444,444,1023973,ad,False,78,Monday,18
445,445,1035120,ad,False,302,Saturday,10
446,446,1566151,ad,False,94,Sunday,10
447,447,1136220,ad,False,3,Tuesday,19
448,448,920834,psa,False,10,Monday,20
449,449,1614805,ad,False,294,Saturday,17
450,450,1550241,ad,False,56,Wednesday,23
451,451,900493,psa,False,288,Thursday,1
452,452,1617490,ad,False,42,Friday,21
453,453,1260692,ad,False,123,Friday,18
454,454,1423066,ad,False,179,Saturday,8
455,455,1425692,ad,False,61,Sunday,15
456,456,1225350,ad,False,138,Tuesday,20
457,457,1143107,ad,False,79,Wednesday,1
458,458,1003640,ad,False,312,Tuesday,20
459,459,1555454,ad,False,69,Tuesday,19
460,460,1309202,ad,False,209,Thursday,20
461,461,1561978,ad,False,37,Tuesday,19
462,462,1061847,ad,False,11,Friday,14
463,463,1194133,ad,False,241,Friday,19
464,464,1342560,ad,False,46,Wednesday,15
465,465,1220006,ad,False,50,Tuesday,20
466,466,1065831,ad,False,159,Saturday,12
467,467,1121183,ad,False,153,Sunday,19
468,468,1097086,ad,False,66,Sunday,7
469,469,1105468,ad,False,62,Sunday,13
470,470,1533765,ad,False,121,Thursday,19
471,471,1018653,ad,False,98,Saturday,13
472,472,1556851,ad,False,75,Monday,19
473,473,908642,psa,False,3,Tuesday,19
474,474,1072226,ad,False,15,Thursday,20
475,475,1123905,ad,False,54,Tuesday,21
476,476,1023641,ad,False,154,Thursday,9
477,477,1605560,ad,False,35,Tuesday,20
478,478,1095240,ad,False,123,Sunday,12
479,479,1005150,ad,True,160,Thursday,20
480,480,1400474,ad,False,21,Thursday,19
481,481,1393143,ad,False,51,Sunday,20
482,482,1217013,ad,False,39,Tuesday,19
483,483,1476463,ad,False,20,Saturday,19
484,484,1355522,ad,False,323,Wednesday,13
485,485,1201169,ad,False,190,Saturday,21
486,486,1402229,ad,False,13,Tuesday,19
487,487,915758,psa,False,35,Tuesday,20
488,488,1595580,ad,False,34,Tuesday,21
489,489,1464258,ad,False,225,Saturday,12
490,490,1178556,ad,False,221,Saturday,19
491,491,1572501,ad,False,138,Tuesday,17
492,492,1273688,ad,False,27,Friday,19
493,493,1203642,ad,False,216,Sunday,19
494,494,1385156,ad,False,36,Monday,9
495,495,1149787,ad,False,5,Thursday,19
496,496,1413715,ad,False,70,Saturday,20
497,497,1137342,ad,False,82,Wednesday,2
498,498,1058565,ad,False,347,Monday,12
499,499,1518100,ad,False,20,Friday,2
500,500,1124542,ad,False,102,Tuesday,22
501,501,1275160,ad,False,4,Tuesday,19
502,502,1066112,ad,False,50,Friday,17
503,503,1405259,ad,False,10,Monday,19
504,504,1633287,ad,False,31,Monday,12
505,505,1194494,ad,False,65,Friday,9
506,506,1086307,ad,False,1632,Friday,20
507,507,1275661,ad,False,134,Saturday,7
508,508,1169878,ad,False,51,Saturday,16
509,509,1651569,ad,False,8,Tuesday,19
510,510,1315752,ad,False,106,Sunday,21
511,511,1507801,ad,False,125,Friday,5
512,512,1069326,ad,False,1,Tuesday,19
513,513,1380459,ad,False,107,Tuesday,21
514,514,1519909,ad,False,38,Monday,21
515,515,1225435,ad,False,73,Tuesday,21
516,516,1167383,ad,False,73,Tuesday,19
517,517,1209137,ad,False,317,Friday,22
518,518,1183969,ad,False,206,Saturday,6
519,519,1058582,ad,False,38,Tuesday,20
520,520,1567155,ad,False,1,Tuesday,19
521,521,1548830,ad,True,159,Monday,11
522,522,1573270,ad,True,249,Wednesday,17
523,523,1305699,ad,False,350,Friday,15
524,524,1118315,ad,False,62,Tuesday,19
525,525,1154515,ad,False,36,Sunday,19
526,526,1005404,ad,False,202,Wednesday,12
527,527,1604043,ad,False,148,Friday,18
528,528,1463981,ad,False,145,Monday,8
529,529,1439612,ad,False,525,Saturday,10
530,530,1476984,ad,False,102,Monday,7
531,531,1011091,ad,False,445,Thursday,19
532,532,1032838,ad,False,309,Wednesday,15
533,533,1413810,ad,False,51,Tuesday,11
534,534,1469471,ad,False,78,Tuesday,16
535,535,1530846,ad,False,17,Tuesday,20
536,536,1152757,ad,False,20,Tuesday,19
537,537,1092653,ad,False,51,Monday,15
538,538,1325854,ad,False,93,Tuesday,22
539,539,1282638,ad,False,186,Friday,9
540,540,1459735,ad,False,58,Tuesday,19
541,541,1198198,ad,False,28,Saturday,18
542,542,1047552,ad,False,10,Tuesday,19
543,543,1025723,ad,False,29,Saturday,16
544,544,1546516,ad,False,122,Tuesday,19
545,545,1441954,ad,False,52,Saturday,10
546,546,1081704,ad,False,62,Friday,13
547,547,1266552,ad,False,128,Saturday,15
548,548,1443607,ad,True,290,Thursday,23
549,549,906508,psa,False,5,Tuesday,19
550,550,1013799,ad,False,74,Monday,19
551,551,1006459,ad,False,105,Tuesday,13
552,552,1456006,ad,False,78,Monday,20
553,553,1060364,ad,False,486,Wednesday,18
554,554,1274014,ad,False,97,Tuesday,23
555,555,1357807,ad,False,40,Wednesday,19
556,556,1109131,ad,False,98,Thursday,22
557,557,1278368,ad,False,47,Monday,19
558,558,1491353,ad,False,380,Tuesday,20
559,559,1019520,ad,False,131,Friday,13
560,560,1340450,ad,False,33,Saturday,18
561,561,1204703,ad,False,178,Tuesday,11
562,562,1317443,ad,False,33,Tuesday,20
563,563,1187493,ad,False,321,Sunday,19
564,564,1434729,ad,False,5,Tuesday,15
565,565,1574422,ad,False,54,Tuesday,19
566,566,1030787,ad,False,28,Tuesday,20
567,567,1632916,ad,False,76,Wednesday,20
568,568,900840,psa,False,7,Tuesday,19
569,569,1246394,ad,True,194,Tuesday,18
570,570,1136931,ad,False,71,Wednesday,12
571,571,1019748,ad,False,75,Wednesday,19
572,572,1302478,ad,False,2,Tuesday,19
573,573,1267178,ad,False,205,Wednesday,20
574,574,1180529,ad,False,29,Wednesday,15
575,575,1348391,ad,False,18,Friday,20
576,576,1409800,ad,False,105,Friday,17
577,577,1248364,ad,False,34,Tuesday,19
578,578,1649502,ad,False,86,Monday,19
579,579,1094284,ad,False,149,Friday,11
580,580,1010839,ad,False,31,Tuesday,17
581,581,903040,psa,False,25,Thursday,1
582,582,1520223,ad,False,413,Friday,12
583,583,1588547,ad,False,73,Friday,14
584,584,1034891,ad,False,20,Wednesday,20
585,585,1491528,ad,False,134,Monday,15
586,586,1455437,ad,False,97,Wednesday,20
587,587,1472400,ad,False,67,Saturday,0
588,588,1341160,ad,False,51,Tuesday,19
589,589,1013777,ad,False,587,Friday,12
590,590,1017319,ad,False,122,Friday,16
591,591,1423312,ad,True,105,Saturday,18
592,592,1015047,ad,False,351,Saturday,18
593,593,1550332,ad,False,82,Thursday,20
594,594,1042589,ad,False,96,Sunday,17
595,595,1030768,ad,True,247,Wednesday,13
596,596,1076965,ad,False,71,Sunday,23
597,597,1533198,ad,False,47,Wednesday,18
598,598,1085678,ad,False,133,Tuesday,21
599,599,1376197,ad,False,147,Wednesday,4
600,600,1382343,ad,False,56,Wednesday,22
601,601,1157450,ad,False,69,Sunday,15
602,602,1565639,ad,False,127,Thursday,15
603,603,1080116,ad,False,49,Saturday,18
604,604,1549151,ad,False,88,Sunday,19
605,605,1081786,ad,False,59,Wednesday,11
606,606,1033018,ad,False,97,Thursday,0
607,607,1520916,ad,False,70,Friday,19
608,608,1137814,ad,True,167,Wednesday,19
609,609,1514443,ad,False,58,Tuesday,19
610,610,903695,psa,False,15,Saturday,14
611,611,1194809,ad,False,56,Tuesday,23
612,612,1320852,ad,False,47,Saturday,8
613,613,1546512,ad,False,54,Tuesday,20
614,614,1348232,ad,False,144,Thursday,17
615,615,1201643,ad,False,79,Thursday,10
616,616,1571331,ad,False,470,Saturday,0
617,617,1107361,ad,False,71,Tuesday,12
618,618,906091,psa,False,42,Tuesday,13
619,619,1033559,ad,False,387,Saturday,14
620,620,1641322,ad,False,82,Wednesday,21
621,621,1642139,ad,False,335,Friday,21
622,622,1333380,ad,False,313,Saturday,21
623,623,1440981,ad,False,133,Sunday,21
624,624,1401029,ad,False,3,Tuesday,19
625,625,1029265,ad,False,109,Monday,18
626,626,1088676,ad,False,235,Saturday,20
